number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
0.0,0.0,0.0031055900621118036,1.0,69
0.14285714285714285,0.5714285714285714,0.012422360248447204,0.0,80
1.0,0.14285714285714285,0.0,1.0,25
0.42857142857142855,0.0,0.0,0.0,51
0.7142857142857142,0.0,0.0,0.5,174
0.5714285714285714,0.2857142857142857,0.0,0.0,60
0.14285714285714285,0.0,0.13043478260869565,0.0,65
0.2857142857142857,0.14285714285714285,1.0,0.5,229
1.0,0.5714285714285714,0.009316770186335404,0.0,54
1.0,0.14285714285714285,0.009316770186335404,1.0,40
0.0,0.2857142857142857,0.0,0.0,100
0.0,0.8571428571428572,0.02484472049689441,0.0,169
0.7142857142857142,0.0,0.037267080745341616,0.5,120
0.8571428571428572,0.42857142857142855,0.0031055900621118036,0.0,75
0.8571428571428572,0.0,0.0,0.0,99
0.42857142857142855,0.14285714285714285,0.0031055900621118036,0.0,40
0.14285714285714285,0.14285714285714285,1.0,0.5,214
0.5714285714285714,0.14285714285714285,0.015527950310559004,1.0,30
0.42857142857142855,0.14285714285714285,0.018633540372670804,0.0,69
0.0,0.14285714285714285,0.02484472049689441,0.0,75
0.0,0.14285714285714285,0.018633540372670804,0.5,276
0.2857142857142857,0.14285714285714285,1.0,0.5,227
0.0,0.0,0.0,0.5,200
1.0,0.14285714285714285,0.0031055900621118036,0.0,40
0.14285714285714285,0.14285714285714285,0.0,0.5,137
0.0,0.0,0.0,0.5,175
0.0,0.42857142857142855,0.0031055900621118036,0.5,220
0.5714285714285714,0.14285714285714285,1.0,0.5,230
1.0,0.0,0.006211180124223604,0.0,79
0.5714285714285714,0.0,0.0,0.0,60
0.5714285714285714,0.0,0.015527950310559004,0.0,65
0.42857142857142855,0.0,0.012422360248447204,0.0,100
1.0,0.14285714285714285,1.0,0.5,262
0.5714285714285714,0.2857142857142857,0.0,0.5,85
0.0,0.0,0.0,0.0,199
0.0,0.0,0.0031055900621118036,0.0,55
0.2857142857142857,0.0,0.015527950310559004,0.0,85
